Darwin|-12.46,130.84,55|2022-07-06T18:59:53|Snow|-1.6|840.2|76.6
Darwin|-12.46,130.84,55|2022-06-07T20:15:36|Sunny|26.0|869.2|20.2
Darwin|-12.46,130.84,55|2022-06-08T21:22:41|Sunny|37.4|963.5|62.0
Darwin|-12.46,130.84,55|2022-07-16T17:09:29|Rain|24.2|1091.4|89.8
Darwin|-12.46,130.84,55|2022-06-13T12:06:42|Snow|-3.0|891.0|57.5
Darwin|-12.46,130.84,55|2022-07-12T02:32:22|Sunny|23.1|717.9|96.4
Darwin|-12.46,130.84,55|2022-06-08T15:27:10|Rain|24.2|850.5|25.4
Darwin|-12.46,130.84,55|2022-07-15T16:29:44|Rain|29.7|1118.8|39.5
Darwin|-12.46,130.84,55|2022-07-23T08:39:49|Rain|3.2|851.6|91.7
Darwin|-12.46,130.84,55|2022-06-27T05:01:24|Sunny|6.4|1062.4|66.2
Geelong|-38.15,144.36,96|2022-07-29T16:13:58|Rain|12.1|1024|63
Geelong|-38.15,144.36,96|2022-07-17T13:25:06|Snow|-0.4|881.7|90.5
Geelong|-38.15,144.36,96|2022-07-28T15:47:43|Sunny|26.4|1139.5|41.4
Geelong|-38.15,144.36,96|2022-06-18T07:19:46|Rain|27.1|743.1|33.1
Geelong|-38.15,144.36,96|2022-06-22T00:42:27|Rain|21.0|998.9|68.2
Geelong|-38.15,144.36,96|2022-06-25T07:02:09|Sunny|21.5|936.9|85.6
Geelong|-38.15,144.36,96|2022-07-28T09:54:39|Sunny|7.3|917.6|66.0
Geelong|-38.15,144.36,96|2022-06-08T18:37:58|Sunny|21.8|776.9|44.4
Geelong|-38.15,144.36,96|2022-07-25T00:41:11|Sunny|38.4|929.4|90.1
Geelong|-38.15,144.36,96|2022-07-20T00:07:51|Rain|4.1|1170.1|40.1
Geelong|-38.15,144.36,96|2022-06-09T10:41:46|Sunny|36.2|1003.4|28.4
Townsville|-19.26,146.82,80|2022-07-29T16:14:01|Sunny|23.0|1016|56
Townsville|-19.26,146.82,80|2022-07-10T22:14:37|Snow|-3.9|1175.5|88.4
Townsville|-19.26,146.82,80|2022-06-15T08:53:40|Sunny|32.9|887.5|98.6
Townsville|-19.26,146.82,80|2022-07-03T07:33:16|Rain|26.8|1095.0|85.6
Townsville|-19.26,146.82,80|2022-07-12T10:43:51|Sunny|16.8|864.2|60.4
Townsville|-19.26,146.82,80|2022-06-20T01:15:07|Sunny|27.4|841.0|41.2
Townsville|-19.26,146.82,80|2022-07-20T08:31:23|Sunny|24.3|895.4|47.1
Townsville|-19.26,146.82,80|2022-06-22T10:29:57|Sunny|0.8|1071.4|79.9
Townsville|-19.26,146.82,80|2022-07-05T15:52:24|Snow|-2.9|716.1|97.6
Townsville|-19.26,146.82,80|2022-06-09T06:41:38|Snow|-0.2|1192.8|74.9
Townsville|-19.26,146.82,80|2022-07-22T01:58:32|Sunny|18.7|798.4|45.4
Albury|-36.08,146.92,30|2022-07-29T16:14:03|Rain|12.8|1026|100
Albury|-36.08,146.92,30|2022-07-03T21:36:55|Rain|16.5|1199.6|42.7
Albury|-36.08,146.92,30|2022-06-24T07:13:47|Rain|26.0|958.2|50.1
Albury|-36.08,146.92,30|2022-07-01T00:40:50|Rain|26.6|1189.8|57.4
Albury|-36.08,146.92,30|2022-07-01T00:58:22|Sunny|0.2|1079.6|71.1
Albury|-36.08,146.92,30|2022-07-09T07:05:36|Sunny|7.0|1090.6|50.2
Albury|-36.08,146.92,30|2022-06-12T17:25:22|Sunny|2.8|1172.5|68.4
Albury|-36.08,146.92,30|2022-07-09T18:02:20|Rain|10.2|900.5|96.9
Albury|-36.08,146.92,30|2022-07-28T19:56:29|Rain|8.1|1023.0|43.7
Albury|-36.08,146.92,30|2022-06-06T22:50:35|Sunny|23.2|1083.6|41.7
Albury|-36.08,146.92,30|2022-07-19T00:53:12|Sunny|30.7|813.8|85.9
Chennai|13.08,80.27,55|2022-07-29T16:14:04|Sunny|33.3|1012|73
Chennai|13.08,80.27,55|2022-07-26T16:42:01|Rain|27.0|865.0|77.2
Chennai|13.08,80.27,55|2022-07-02T14:59:46|Sunny|15.7|796.5|82.3
Chennai|13.08,80.27,55|2022-06-26T10:10:53|Sunny|25.8|1018.1|91.4
Chennai|13.08,80.27,55|2022-06-12T05:36:15|Rain|27.7|1126.6|40.5
Chennai|13.08,80.27,55|2022-07-25T05:35:42|Rain|10.8|839.2|81.2
Chennai|13.08,80.27,55|2022-07-13T06:17:52|Sunny|28.8|811.4|35.6
Chennai|13.08,80.27,55|2022-07-16T12:07:45|Sunny|33.7|771.5|68.0
Chennai|13.08,80.27,55|2022-06-29T13:53:05|Sunny|37.5|1062.2|73.4
Chennai|13.08,80.27,55|2022-06-11T13:54:05|Sunny|31.3|823.0|95.0
Chennai|13.08,80.27,55|2022-06-04T06:27:02|Sunny|38.5|1194.9|33.3
Delhi|28.65,77.22,40|2022-07-29T16:14:07|Sunny|30.1|1007|84
Delhi|28.65,77.22,40|2022-06-04T10:48:02|Snow|-0.9|1022.4|76.8
Delhi|28.65,77.22,40|2022-06-03T12:16:29|Sunny|36.3|973.9|32.8
Delhi|28.65,77.22,40|2022-07-20T03:03:52|Snow|-3.6|731.5|21.0
Delhi|28.65,77.22,40|2022-06-11T16:01:14|Snow|-4.4|1183.8|79.2
Delhi|28.65,77.22,40|2022-06-14T07:12:35|Snow|-2.2|766.3|78.8
Delhi|28.65,77.22,40|2022-06-23T21:38:32|Sunny|6.1|742.1|65.1
Delhi|28.65,77.22,40|2022-06-16T01:51:19|Sunny|37.7|1121.8|78.0
Delhi|28.65,77.22,40|2022-07-09T12:51:03|Sunny|31.6|1143.2|65.5
Delhi|28.65,77.22,40|2022-07-14T08:28:21|Rain|23.2|714.5|98.7
Delhi|28.65,77.22,40|2022-07-19T08:09:06|Sunny|31.1|1113.2|49.5
New York|40.71,-74.01,76|2022-07-29T16:14:09|Sunny|25.1|1010|77
New York|40.71,-74.01,76|2022-06-27T21:50:13|Rain|9.4|1118.7|81.1
New York|40.71,-74.01,76|2022-06-22T14:04:42|Sunny|18.8|1118.7|32.9
New York|40.71,-74.01,76|2022-07-25T17:06:08|Sunny|6.3|918.7|35.2
New York|40.71,-74.01,76|2022-06-24T18:34:22|Sunny|7.0|944.8|86.6
New York|40.71,-74.01,76|2022-06-30T09:11:12|Rain|6.5|797.2|72.1
New York|40.71,-74.01,76|2022-06-02T09:13:32|Sunny|32.2|1127.1|84.4
New York|40.71,-74.01,76|2022-07-07T20:38:58|Snow|-4.9|917.8|92.7
New York|40.71,-74.01,76|2022-06-22T11:30:47|Sunny|34.9|1149.1|88.2
New York|40.71,-74.01,76|2022-06-06T08:29:19|Sunny|8.4|1068.4|62.8
New York|40.71,-74.01,76|2022-07-06T23:59:21|Snow|-2.4|1047.9|21.9
California|36.7,-118.76,56|2022-07-29T16:14:10|Sunny|11.6|1017|39
California|36.7,-118.76,56|2022-06-11T06:30:15|Sunny|7.7|720.6|30.3
California|36.7,-118.76,56|2022-07-16T12:38:30|Sunny|38.7|1134.0|37.0
California|36.7,-118.76,56|2022-06-15T02:20:26|Rain|23.5|985.9|25.2
California|36.7,-118.76,56|2022-07-23T16:43:28|Sunny|16.2|828.0|64.7
California|36.7,-118.76,56|2022-07-17T21:14:12|Sunny|4.4|761.6|68.8
California|36.7,-118.76,56|2022-07-22T02:22:46|Sunny|24.1|876.5|26.1
California|36.7,-118.76,56|2022-06-09T01:09:00|Sunny|23.5|1162.7|58.9
California|36.7,-118.76,56|2022-06-13T21:33:10|Sunny|22.8|890.1|44.8
California|36.7,-118.76,56|2022-06-22T23:30:54|Rain|7.5|1190.3|37.0
California|36.7,-118.76,56|2022-06-03T18:43:10|Snow|-3.0|805.1|23.3
London|51.51,-0.13,50|2022-07-29T16:14:13|Rain|15.8|1018|82
London|51.51,-0.13,50|2022-06-25T12:54:40|Sunny|30.7|1167.4|35.0
London|51.51,-0.13,50|2022-07-09T22:04:25|Sunny|9.2|1093.2|40.5
London|51.51,-0.13,50|2022-06-27T05:16:16|Rain|18.3|1089.9|32.4
London|51.51,-0.13,50|2022-06-30T01:39:44|Sunny|9.3|985.8|22.4
London|51.51,-0.13,50|2022-07-22T19:48:12|Rain|10.0|1121.0|91.6
London|51.51,-0.13,50|2022-06-26T04:45:54|Rain|10.0|1137.0|77.8
London|51.51,-0.13,50|2022-07-17T23:11:43|Sunny|32.9|852.5|79.9
London|51.51,-0.13,50|2022-06-18T21:31:56|Sunny|38.5|902.0|95.0
London|51.51,-0.13,50|2022-07-10T02:45:06|Rain|22.7|1000.0|92.7
London|51.51,-0.13,50|2022-07-20T11:36:01|Sunny|30.5|931.2|27.2
